chrom	start	end	size	sample	PercALesion	TotalCovLesion	NumSNPLesion	PercANotLesion	TotalCovNotLesion	NumSNPNotLesion
chr01	1000000	5750000	4750000	2056_SRR6123032_SRR6123183_3056	0.274968658587547	2393	1902	0.253	331668	267441
chr01	6000000	9250000	3250000	2056_SRR6123032_SRR6123183_3056	0.2596284549161758	2207	1801	0.253	331668	267441
chr01	20250000	21000000	750000	2056_SRR6123032_SRR6123183_3056	0.2857142857142857	56	46	0.253	331668	267441
chr01	23250000	24250000	1000000	2056_SRR6123032_SRR6123183_3056	0.13333333333333333	15	12	0.253	331668	267441
chr01	24250000	26000000	1750000	2056_SRR6123032_SRR6123183_3056	0.3671840354767184	2255	1867	0.253	331668	267441
chr01	43000000	43750000	750000	2056_SRR6123032_SRR6123183_3056	0.26285714285714284	175	145	0.253	331668	267441
chr01	52750000	53500000	750000	2056_SRR6123032_SRR6123183_3056	0.48717948717948717	39	26	0.253	331668	267441
chr01	54000000	56000000	2000000	2056_SRR6123032_SRR6123183_3056	0.16	25	18	0.253	331668	267441
chr01	67000000	68250000	1250000	2056_SRR6123032_SRR6123183_3056	0.24456521739130435	184	152	0.253	331668	267441
chr04	13000000	14000000	1000000	2056_SRR6123032_SRR6123183_3056	0.15670650730411687	753	625	0.253	331668	267441
chr08	49000000	49750000	750000	2056_SRR6123032_SRR6123183_3056	0.38961038961038963	385	313	0.253	331668	267441
chr09	32750000	33500000	750000	2056_SRR6123032_SRR6123183_3056	0.4	5	4	0.253	331668	267441
chr09	40000000	41000000	1000000	2056_SRR6123032_SRR6123183_3056	0.0	2	1	0.253	331668	267441
chr09	40250000	41000000	750000	2056_SRR6123032_SRR6123183_3056	NA	0	0	0.253	331668	267441
chr01	1000000	5750000	4750000	2057_SRR6123032_SRR6123183_3057	0.2503311258278146	2265	1844	0.251	331718	267612
chr01	6000000	9250000	3250000	2057_SRR6123032_SRR6123183_3057	0.2558037669732808	2283	1855	0.251	331718	267612
chr01	20250000	21000000	750000	2057_SRR6123032_SRR6123183_3057	0.1702127659574468	47	40	0.251	331718	267612
chr01	23250000	24250000	1000000	2057_SRR6123032_SRR6123183_3057	0.4375	16	13	0.251	331718	267612
chr01	24250000	26000000	1750000	2057_SRR6123032_SRR6123183_3057	0.3775322283609576	2172	1784	0.251	331718	267612
chr01	43000000	43750000	750000	2057_SRR6123032_SRR6123183_3057	0.2909090909090909	165	132	0.251	331718	267612
chr01	52750000	53500000	750000	2057_SRR6123032_SRR6123183_3057	0.4444444444444444	27	21	0.251	331718	267612
chr01	54000000	56000000	2000000	2057_SRR6123032_SRR6123183_3057	0.28	25	18	0.251	331718	267612
chr01	67000000	68250000	1250000	2057_SRR6123032_SRR6123183_3057	0.1724137931034483	203	168	0.251	331718	267612
chr04	13000000	14000000	1000000	2057_SRR6123032_SRR6123183_3057	0.17708333333333334	768	637	0.251	331718	267612
chr08	49000000	49750000	750000	2057_SRR6123032_SRR6123183_3057	0.36739659367396593	411	339	0.251	331718	267612
chr09	32750000	33500000	750000	2057_SRR6123032_SRR6123183_3057	0.3333333333333333	6	5	0.251	331718	267612
chr09	40000000	41000000	1000000	2057_SRR6123032_SRR6123183_3057	0.6666666666666666	3	2	0.251	331718	267612
chr09	40250000	41000000	750000	2057_SRR6123032_SRR6123183_3057	NA	0	0	0.251	331718	267612
chr01	1000000	5750000	4750000	2058_SRR6123032_SRR6123183_3058	0.25468678555098306	2187	1765	0.252	330905	266683
chr01	6000000	9250000	3250000	2058_SRR6123032_SRR6123183_3058	0.25828092243186584	2385	1894	0.252	330905	266683
chr01	20250000	21000000	750000	2058_SRR6123032_SRR6123183_3058	0.11475409836065574	61	48	0.252	330905	266683
chr01	23250000	24250000	1000000	2058_SRR6123032_SRR6123183_3058	0.3333333333333333	9	8	0.252	330905	266683
chr01	24250000	26000000	1750000	2058_SRR6123032_SRR6123183_3058	0.35907859078590787	2214	1841	0.252	330905	266683
chr01	43000000	43750000	750000	2058_SRR6123032_SRR6123183_3058	0.31343283582089554	134	114	0.252	330905	266683
chr01	52750000	53500000	750000	2058_SRR6123032_SRR6123183_3058	0.16666666666666666	18	18	0.252	330905	266683
chr01	54000000	56000000	2000000	2058_SRR6123032_SRR6123183_3058	0.2916666666666667	24	20	0.252	330905	266683
chr01	67000000	68250000	1250000	2058_SRR6123032_SRR6123183_3058	0.22388059701492538	201	164	0.252	330905	266683
chr04	13000000	14000000	1000000	2058_SRR6123032_SRR6123183_3058	0.19089759797724398	791	647	0.252	330905	266683
chr08	49000000	49750000	750000	2058_SRR6123032_SRR6123183_3058	0.31786542923433875	431	351	0.252	330905	266683
chr09	32750000	33500000	750000	2058_SRR6123032_SRR6123183_3058	0.25	8	7	0.252	330905	266683
chr09	40000000	41000000	1000000	2058_SRR6123032_SRR6123183_3058	0.3333333333333333	6	5	0.252	330905	266683
chr09	40250000	41000000	750000	2058_SRR6123032_SRR6123183_3058	NA	0	0	0.252	330905	266683
chr01	1000000	5750000	4750000	2059_SRR6123032_SRR6123183_3059	0.26404731727925645	2367	1875	0.253	330812	266737
chr01	6000000	9250000	3250000	2059_SRR6123032_SRR6123183_3059	0.2626865671641791	2345	1877	0.253	330812	266737
chr01	20250000	21000000	750000	2059_SRR6123032_SRR6123183_3059	0.23214285714285715	56	50	0.253	330812	266737
chr01	23250000	24250000	1000000	2059_SRR6123032_SRR6123183_3059	0.3333333333333333	15	13	0.253	330812	266737
chr01	24250000	26000000	1750000	2059_SRR6123032_SRR6123183_3059	0.38127240143369173	2232	1824	0.253	330812	266737
chr01	43000000	43750000	750000	2059_SRR6123032_SRR6123183_3059	0.2631578947368421	171	137	0.253	330812	266737
chr01	52750000	53500000	750000	2059_SRR6123032_SRR6123183_3059	0.23333333333333334	30	24	0.253	330812	266737
chr01	54000000	56000000	2000000	2059_SRR6123032_SRR6123183_3059	0.5263157894736842	19	17	0.253	330812	266737
chr01	67000000	68250000	1250000	2059_SRR6123032_SRR6123183_3059	0.1822429906542056	214	162	0.253	330812	266737
chr04	13000000	14000000	1000000	2059_SRR6123032_SRR6123183_3059	0.1725955204216074	759	612	0.253	330812	266737
chr08	49000000	49750000	750000	2059_SRR6123032_SRR6123183_3059	0.39800995024875624	402	314	0.253	330812	266737
chr09	32750000	33500000	750000	2059_SRR6123032_SRR6123183_3059	0.16666666666666666	6	6	0.253	330812	266737
chr09	40000000	41000000	1000000	2059_SRR6123032_SRR6123183_3059	1.0	2	2	0.253	330812	266737
chr09	40250000	41000000	750000	2059_SRR6123032_SRR6123183_3059	NA	0	0	0.253	330812	266737
chr01	1000000	5750000	4750000	2060_SRR6123032_SRR6123183_3060	0.25906735751295334	2316	1836	0.255	330408	266643
chr01	6000000	9250000	3250000	2060_SRR6123032_SRR6123183_3060	0.2772532188841202	2330	1858	0.255	330408	266643
chr01	20250000	21000000	750000	2060_SRR6123032_SRR6123183_3060	0.19607843137254902	51	43	0.255	330408	266643
chr01	23250000	24250000	1000000	2060_SRR6123032_SRR6123183_3060	0.2857142857142857	14	12	0.255	330408	266643
chr01	24250000	26000000	1750000	2060_SRR6123032_SRR6123183_3060	0.36039693279206136	2217	1810	0.255	330408	266643
chr01	43000000	43750000	750000	2060_SRR6123032_SRR6123183_3060	0.3103448275862069	145	126	0.255	330408	266643
chr01	52750000	53500000	750000	2060_SRR6123032_SRR6123183_3060	0.1956521739130435	46	30	0.255	330408	266643
chr01	54000000	56000000	2000000	2060_SRR6123032_SRR6123183_3060	0.35294117647058826	17	14	0.255	330408	266643
chr01	67000000	68250000	1250000	2060_SRR6123032_SRR6123183_3060	0.23963133640552994	217	171	0.255	330408	266643
chr04	13000000	14000000	1000000	2060_SRR6123032_SRR6123183_3060	0.17160493827160495	810	671	0.255	330408	266643
chr08	49000000	49750000	750000	2060_SRR6123032_SRR6123183_3060	0.4444444444444444	423	348	0.255	330408	266643
chr09	32750000	33500000	750000	2060_SRR6123032_SRR6123183_3060	0.375	8	5	0.255	330408	266643
chr09	40000000	41000000	1000000	2060_SRR6123032_SRR6123183_3060	0.0	1	1	0.255	330408	266643
chr09	40250000	41000000	750000	2060_SRR6123032_SRR6123183_3060	NA	0	0	0.255	330408	266643
chr01	1000000	5750000	4750000	2061_SRR6123032_SRR6123183_3061	0.27137042062415195	2211	1784	0.252	331151	267172
chr01	6000000	9250000	3250000	2061_SRR6123032_SRR6123183_3061	0.2634961439588689	2334	1895	0.252	331151	267172
chr01	20250000	21000000	750000	2061_SRR6123032_SRR6123183_3061	0.05084745762711865	59	54	0.252	331151	267172
chr01	23250000	24250000	1000000	2061_SRR6123032_SRR6123183_3061	0.47368421052631576	19	12	0.252	331151	267172
chr01	24250000	26000000	1750000	2061_SRR6123032_SRR6123183_3061	0.3771013175829169	2201	1823	0.252	331151	267172
chr01	43000000	43750000	750000	2061_SRR6123032_SRR6123183_3061	0.29411764705882354	170	132	0.252	331151	267172
chr01	52750000	53500000	750000	2061_SRR6123032_SRR6123183_3061	0.2727272727272727	44	31	0.252	331151	267172
chr01	54000000	56000000	2000000	2061_SRR6123032_SRR6123183_3061	0.09523809523809523	21	19	0.252	331151	267172
chr01	67000000	68250000	1250000	2061_SRR6123032_SRR6123183_3061	0.21761658031088082	193	155	0.252	331151	267172
chr04	13000000	14000000	1000000	2061_SRR6123032_SRR6123183_3061	0.18028534370946822	771	620	0.252	331151	267172
chr08	49000000	49750000	750000	2061_SRR6123032_SRR6123183_3061	0.3220338983050847	413	322	0.252	331151	267172
chr09	32750000	33500000	750000	2061_SRR6123032_SRR6123183_3061	0.4	5	4	0.252	331151	267172
chr09	40000000	41000000	1000000	2061_SRR6123032_SRR6123183_3061	0.0	2	2	0.252	331151	267172
chr09	40250000	41000000	750000	2061_SRR6123032_SRR6123183_3061	NA	0	0	0.252	331151	267172
chr01	1000000	5750000	4750000	2062_SRR6123032_SRR6123183_3062	0.26907073509015256	2163	1740	0.254	330803	266750
chr01	6000000	9250000	3250000	2062_SRR6123032_SRR6123183_3062	0.2645266151970744	2461	1995	0.254	330803	266750
chr01	20250000	21000000	750000	2062_SRR6123032_SRR6123183_3062	0.17543859649122806	57	45	0.254	330803	266750
chr01	23250000	24250000	1000000	2062_SRR6123032_SRR6123183_3062	0.35294117647058826	17	14	0.254	330803	266750
chr01	24250000	26000000	1750000	2062_SRR6123032_SRR6123183_3062	0.3776255707762557	2190	1812	0.254	330803	266750
chr01	43000000	43750000	750000	2062_SRR6123032_SRR6123183_3062	0.3179190751445087	173	139	0.254	330803	266750
chr01	52750000	53500000	750000	2062_SRR6123032_SRR6123183_3062	0.10526315789473684	19	15	0.254	330803	266750
chr01	54000000	56000000	2000000	2062_SRR6123032_SRR6123183_3062	0.36363636363636365	22	20	0.254	330803	266750
chr01	67000000	68250000	1250000	2062_SRR6123032_SRR6123183_3062	0.25595238095238093	168	141	0.254	330803	266750
chr04	13000000	14000000	1000000	2062_SRR6123032_SRR6123183_3062	0.18444165621079048	797	640	0.254	330803	266750
chr08	49000000	49750000	750000	2062_SRR6123032_SRR6123183_3062	0.3525	400	322	0.254	330803	266750
chr09	32750000	33500000	750000	2062_SRR6123032_SRR6123183_3062	0.3333333333333333	6	5	0.254	330803	266750
chr09	40000000	41000000	1000000	2062_SRR6123032_SRR6123183_3062	0.2	5	5	0.254	330803	266750
chr09	40250000	41000000	750000	2062_SRR6123032_SRR6123183_3062	NA	0	0	0.254	330803	266750
chr01	1000000	5750000	4750000	2063_SRR6123032_SRR6123183_3063	0.27208480565371024	2264	1873	0.252	331639	267660
chr01	6000000	9250000	3250000	2063_SRR6123032_SRR6123183_3063	0.2824295010845987	2305	1853	0.252	331639	267660
chr01	20250000	21000000	750000	2063_SRR6123032_SRR6123183_3063	0.125	64	53	0.252	331639	267660
chr01	23250000	24250000	1000000	2063_SRR6123032_SRR6123183_3063	0.2222222222222222	18	13	0.252	331639	267660
chr01	24250000	26000000	1750000	2063_SRR6123032_SRR6123183_3063	0.3800822293284605	2189	1793	0.252	331639	267660
chr01	43000000	43750000	750000	2063_SRR6123032_SRR6123183_3063	0.3956043956043956	182	156	0.252	331639	267660
chr01	52750000	53500000	750000	2063_SRR6123032_SRR6123183_3063	0.08	25	20	0.252	331639	267660
chr01	54000000	56000000	2000000	2063_SRR6123032_SRR6123183_3063	0.43478260869565216	23	15	0.252	331639	267660
chr01	67000000	68250000	1250000	2063_SRR6123032_SRR6123183_3063	0.24	200	155	0.252	331639	267660
chr04	13000000	14000000	1000000	2063_SRR6123032_SRR6123183_3063	0.1763975155279503	805	654	0.252	331639	267660
chr08	49000000	49750000	750000	2063_SRR6123032_SRR6123183_3063	0.3475177304964539	423	333	0.252	331639	267660
chr09	32750000	33500000	750000	2063_SRR6123032_SRR6123183_3063	0.5	4	2	0.252	331639	267660
chr09	40000000	41000000	1000000	2063_SRR6123032_SRR6123183_3063	0.3333333333333333	3	2	0.252	331639	267660
chr09	40250000	41000000	750000	2063_SRR6123032_SRR6123183_3063	NA	0	0	0.252	331639	267660
chr01	1000000	5750000	4750000	2064_SRR6123032_SRR6123183_3064	0.25709372312983664	2326	1859	0.251	331737	267389
chr01	6000000	9250000	3250000	2064_SRR6123032_SRR6123183_3064	0.2630272952853598	2418	1940	0.251	331737	267389
chr01	20250000	21000000	750000	2064_SRR6123032_SRR6123183_3064	0.11475409836065574	61	50	0.251	331737	267389
chr01	23250000	24250000	1000000	2064_SRR6123032_SRR6123183_3064	0.26666666666666666	15	12	0.251	331737	267389
chr01	24250000	26000000	1750000	2064_SRR6123032_SRR6123183_3064	0.3546401515151515	2112	1747	0.251	331737	267389
chr01	43000000	43750000	750000	2064_SRR6123032_SRR6123183_3064	0.2857142857142857	189	158	0.251	331737	267389
chr01	52750000	53500000	750000	2064_SRR6123032_SRR6123183_3064	0.1891891891891892	37	27	0.251	331737	267389
chr01	54000000	56000000	2000000	2064_SRR6123032_SRR6123183_3064	0.375	24	20	0.251	331737	267389
chr01	67000000	68250000	1250000	2064_SRR6123032_SRR6123183_3064	0.13846153846153847	195	160	0.251	331737	267389
chr04	13000000	14000000	1000000	2064_SRR6123032_SRR6123183_3064	0.16511318242343542	751	606	0.251	331737	267389
chr08	49000000	49750000	750000	2064_SRR6123032_SRR6123183_3064	0.3847926267281106	434	331	0.251	331737	267389
chr09	32750000	33500000	750000	2064_SRR6123032_SRR6123183_3064	0.0	3	2	0.251	331737	267389
chr09	40000000	41000000	1000000	2064_SRR6123032_SRR6123183_3064	0.0	2	2	0.251	331737	267389
chr09	40250000	41000000	750000	2064_SRR6123032_SRR6123183_3064	NA	0	0	0.251	331737	267389
chr01	1000000	5750000	4750000	2065_SRR6123032_SRR6123183_3065	0.2746415770609319	2232	1824	0.251	332736	268347
chr01	6000000	9250000	3250000	2065_SRR6123032_SRR6123183_3065	0.2612797374897457	2438	1939	0.251	332736	268347
chr01	20250000	21000000	750000	2065_SRR6123032_SRR6123183_3065	0.22413793103448276	58	45	0.251	332736	268347
chr01	23250000	24250000	1000000	2065_SRR6123032_SRR6123183_3065	0.3	10	10	0.251	332736	268347
chr01	24250000	26000000	1750000	2065_SRR6123032_SRR6123183_3065	0.39205842081241443	2191	1785	0.251	332736	268347
chr01	43000000	43750000	750000	2065_SRR6123032_SRR6123183_3065	0.22580645161290322	186	153	0.251	332736	268347
chr01	52750000	53500000	750000	2065_SRR6123032_SRR6123183_3065	0.15789473684210525	57	41	0.251	332736	268347
chr01	54000000	56000000	2000000	2065_SRR6123032_SRR6123183_3065	0.2571428571428571	35	23	0.251	332736	268347
chr01	67000000	68250000	1250000	2065_SRR6123032_SRR6123183_3065	0.2796208530805687	211	174	0.251	332736	268347
chr04	13000000	14000000	1000000	2065_SRR6123032_SRR6123183_3065	0.16521739130434782	805	641	0.251	332736	268347
chr08	49000000	49750000	750000	2065_SRR6123032_SRR6123183_3065	0.36694677871148457	357	298	0.251	332736	268347
chr09	32750000	33500000	750000	2065_SRR6123032_SRR6123183_3065	0.0	2	2	0.251	332736	268347
chr09	40000000	41000000	1000000	2065_SRR6123032_SRR6123183_3065	0.0	3	2	0.251	332736	268347
chr09	40250000	41000000	750000	2065_SRR6123032_SRR6123183_3065	NA	0	0	0.251	332736	268347
chr01	1000000	5750000	4750000	2066_SRR6123032_SRR6123183_3066	0.25754961173425367	2318	1866	0.251	332035	267819
chr01	6000000	9250000	3250000	2066_SRR6123032_SRR6123183_3066	0.2604474461798227	2369	1901	0.251	332035	267819
chr01	20250000	21000000	750000	2066_SRR6123032_SRR6123183_3066	0.2413793103448276	58	46	0.251	332035	267819
chr01	23250000	24250000	1000000	2066_SRR6123032_SRR6123183_3066	0.3076923076923077	13	11	0.251	332035	267819
chr01	24250000	26000000	1750000	2066_SRR6123032_SRR6123183_3066	0.35471204188481675	2292	1849	0.251	332035	267819
chr01	43000000	43750000	750000	2066_SRR6123032_SRR6123183_3066	0.2986111111111111	144	121	0.251	332035	267819
chr01	52750000	53500000	750000	2066_SRR6123032_SRR6123183_3066	0.17857142857142858	28	17	0.251	332035	267819
chr01	54000000	56000000	2000000	2066_SRR6123032_SRR6123183_3066	0.6	25	20	0.251	332035	267819
chr01	67000000	68250000	1250000	2066_SRR6123032_SRR6123183_3066	0.16371681415929204	226	178	0.251	332035	267819
chr04	13000000	14000000	1000000	2066_SRR6123032_SRR6123183_3066	0.19806763285024154	828	661	0.251	332035	267819
chr08	49000000	49750000	750000	2066_SRR6123032_SRR6123183_3066	0.4039408866995074	406	321	0.251	332035	267819
chr09	32750000	33500000	750000	2066_SRR6123032_SRR6123183_3066	0.0	6	4	0.251	332035	267819
chr09	40000000	41000000	1000000	2066_SRR6123032_SRR6123183_3066	0.5	2	2	0.251	332035	267819
chr09	40250000	41000000	750000	2066_SRR6123032_SRR6123183_3066	NA	0	0	0.251	332035	267819
chr01	1000000	5750000	4750000	2067_SRR6123032_SRR6123183_3067	0.2410791993037424	2298	1857	0.251	330301	266711
chr01	6000000	9250000	3250000	2067_SRR6123032_SRR6123183_3067	0.27013208351086493	2347	1875	0.251	330301	266711
chr01	20250000	21000000	750000	2067_SRR6123032_SRR6123183_3067	0.30357142857142855	56	43	0.251	330301	266711
chr01	23250000	24250000	1000000	2067_SRR6123032_SRR6123183_3067	0.25	20	15	0.251	330301	266711
chr01	24250000	26000000	1750000	2067_SRR6123032_SRR6123183_3067	0.37842393594605983	2373	1900	0.251	330301	266711
chr01	43000000	43750000	750000	2067_SRR6123032_SRR6123183_3067	0.33962264150943394	159	141	0.251	330301	266711
chr01	52750000	53500000	750000	2067_SRR6123032_SRR6123183_3067	0.3076923076923077	52	36	0.251	330301	266711
chr01	54000000	56000000	2000000	2067_SRR6123032_SRR6123183_3067	0.38461538461538464	13	12	0.251	330301	266711
chr01	67000000	68250000	1250000	2067_SRR6123032_SRR6123183_3067	0.21978021978021978	182	143	0.251	330301	266711
chr04	13000000	14000000	1000000	2067_SRR6123032_SRR6123183_3067	0.18271604938271604	810	652	0.251	330301	266711
chr08	49000000	49750000	750000	2067_SRR6123032_SRR6123183_3067	0.35514018691588783	428	354	0.251	330301	266711
chr09	32750000	33500000	750000	2067_SRR6123032_SRR6123183_3067	0.14285714285714285	7	5	0.251	330301	266711
chr09	40000000	41000000	1000000	2067_SRR6123032_SRR6123183_3067	0.4	5	5	0.251	330301	266711
chr09	40250000	41000000	750000	2067_SRR6123032_SRR6123183_3067	NA	0	0	0.251	330301	266711
chr01	1000000	5750000	4750000	2068_SRR6123032_SRR6123183_3068	0.25577342047930285	2295	1832	0.252	330723	266878
chr01	6000000	9250000	3250000	2068_SRR6123032_SRR6123183_3068	0.2625	2400	1919	0.252	330723	266878
chr01	20250000	21000000	750000	2068_SRR6123032_SRR6123183_3068	0.20833333333333334	48	37	0.252	330723	266878
chr01	23250000	24250000	1000000	2068_SRR6123032_SRR6123183_3068	0.375	16	14	0.252	330723	266878
chr01	24250000	26000000	1750000	2068_SRR6123032_SRR6123183_3068	0.39111306643202814	2273	1843	0.252	330723	266878
chr01	43000000	43750000	750000	2068_SRR6123032_SRR6123183_3068	0.34269662921348315	178	141	0.252	330723	266878
chr01	52750000	53500000	750000	2068_SRR6123032_SRR6123183_3068	0.2608695652173913	23	20	0.252	330723	266878
chr01	54000000	56000000	2000000	2068_SRR6123032_SRR6123183_3068	0.2777777777777778	18	15	0.252	330723	266878
chr01	67000000	68250000	1250000	2068_SRR6123032_SRR6123183_3068	0.23383084577114427	201	161	0.252	330723	266878
chr04	13000000	14000000	1000000	2068_SRR6123032_SRR6123183_3068	0.17616580310880828	772	621	0.252	330723	266878
chr08	49000000	49750000	750000	2068_SRR6123032_SRR6123183_3068	0.3612565445026178	382	311	0.252	330723	266878
chr09	32750000	33500000	750000	2068_SRR6123032_SRR6123183_3068	0.0	2	2	0.252	330723	266878
chr09	40000000	41000000	1000000	2068_SRR6123032_SRR6123183_3068	0.0	1	1	0.252	330723	266878
chr09	40250000	41000000	750000	2068_SRR6123032_SRR6123183_3068	NA	0	0	0.252	330723	266878
chr01	1000000	5750000	4750000	2069_SRR6123032_SRR6123183_3069	0.25064710957722175	2318	1881	0.252	332301	268151
chr01	6000000	9250000	3250000	2069_SRR6123032_SRR6123183_3069	0.26011560693641617	2422	1910	0.252	332301	268151
chr01	20250000	21000000	750000	2069_SRR6123032_SRR6123183_3069	0.16666666666666666	42	36	0.252	332301	268151
chr01	23250000	24250000	1000000	2069_SRR6123032_SRR6123183_3069	0.2857142857142857	14	13	0.252	332301	268151
chr01	24250000	26000000	1750000	2069_SRR6123032_SRR6123183_3069	0.3655339805825243	2060	1713	0.252	332301	268151
chr01	43000000	43750000	750000	2069_SRR6123032_SRR6123183_3069	0.3522012578616352	159	132	0.252	332301	268151
chr01	52750000	53500000	750000	2069_SRR6123032_SRR6123183_3069	0.4444444444444444	27	20	0.252	332301	268151
chr01	54000000	56000000	2000000	2069_SRR6123032_SRR6123183_3069	0.5	24	18	0.252	332301	268151
chr01	67000000	68250000	1250000	2069_SRR6123032_SRR6123183_3069	0.22772277227722773	202	161	0.252	332301	268151
chr04	13000000	14000000	1000000	2069_SRR6123032_SRR6123183_3069	0.19704433497536947	812	640	0.252	332301	268151
chr08	49000000	49750000	750000	2069_SRR6123032_SRR6123183_3069	0.3435897435897436	390	317	0.252	332301	268151
chr09	32750000	33500000	750000	2069_SRR6123032_SRR6123183_3069	0.0	7	4	0.252	332301	268151
chr09	40000000	41000000	1000000	2069_SRR6123032_SRR6123183_3069	0.3333333333333333	3	3	0.252	332301	268151
chr09	40250000	41000000	750000	2069_SRR6123032_SRR6123183_3069	NA	0	0	0.252	332301	268151
chr01	1000000	5750000	4750000	2070_SRR6123032_SRR6123183_3070	0.2732656514382403	2364	1884	0.251	331000	267457
chr01	6000000	9250000	3250000	2070_SRR6123032_SRR6123183_3070	0.2550839964633068	2262	1834	0.251	331000	267457
chr01	20250000	21000000	750000	2070_SRR6123032_SRR6123183_3070	0.225	40	35	0.251	331000	267457
chr01	23250000	24250000	1000000	2070_SRR6123032_SRR6123183_3070	0.21052631578947367	19	14	0.251	331000	267457
chr01	24250000	26000000	1750000	2070_SRR6123032_SRR6123183_3070	0.3930530164533821	2188	1744	0.251	331000	267457
chr01	43000000	43750000	750000	2070_SRR6123032_SRR6123183_3070	0.25263157894736843	190	151	0.251	331000	267457
chr01	52750000	53500000	750000	2070_SRR6123032_SRR6123183_3070	0.3225806451612903	31	24	0.251	331000	267457
chr01	54000000	56000000	2000000	2070_SRR6123032_SRR6123183_3070	0.2	10	10	0.251	331000	267457
chr01	67000000	68250000	1250000	2070_SRR6123032_SRR6123183_3070	0.1762114537444934	227	180	0.251	331000	267457
chr04	13000000	14000000	1000000	2070_SRR6123032_SRR6123183_3070	0.17654808959156784	759	624	0.251	331000	267457
chr08	49000000	49750000	750000	2070_SRR6123032_SRR6123183_3070	0.3647959183673469	392	307	0.251	331000	267457
chr09	32750000	33500000	750000	2070_SRR6123032_SRR6123183_3070	0.0	2	2	0.251	331000	267457
chr09	40000000	41000000	1000000	2070_SRR6123032_SRR6123183_3070	0.0	2	2	0.251	331000	267457
chr09	40250000	41000000	750000	2070_SRR6123032_SRR6123183_3070	NA	0	0	0.251	331000	267457
chr01	1000000	5750000	4750000	2071_SRR6123032_SRR6123183_3071	0.2561661618347036	2311	1847	0.252	330571	266646
chr01	6000000	9250000	3250000	2071_SRR6123032_SRR6123183_3071	0.29168407856247386	2393	1862	0.252	330571	266646
chr01	20250000	21000000	750000	2071_SRR6123032_SRR6123183_3071	0.11904761904761904	42	37	0.252	330571	266646
chr01	23250000	24250000	1000000	2071_SRR6123032_SRR6123183_3071	0.16666666666666666	18	15	0.252	330571	266646
chr01	24250000	26000000	1750000	2071_SRR6123032_SRR6123183_3071	0.3660477453580902	2262	1828	0.252	330571	266646
chr01	43000000	43750000	750000	2071_SRR6123032_SRR6123183_3071	0.2839506172839506	162	127	0.252	330571	266646
chr01	52750000	53500000	750000	2071_SRR6123032_SRR6123183_3071	0.15	20	19	0.252	330571	266646
chr01	54000000	56000000	2000000	2071_SRR6123032_SRR6123183_3071	0.25	20	16	0.252	330571	266646
chr01	67000000	68250000	1250000	2071_SRR6123032_SRR6123183_3071	0.2719665271966527	239	192	0.252	330571	266646
chr04	13000000	14000000	1000000	2071_SRR6123032_SRR6123183_3071	0.17843866171003717	807	649	0.252	330571	266646
chr08	49000000	49750000	750000	2071_SRR6123032_SRR6123183_3071	0.3258145363408521	399	332	0.252	330571	266646
chr09	32750000	33500000	750000	2071_SRR6123032_SRR6123183_3071	0.5	6	2	0.252	330571	266646
chr09	40000000	41000000	1000000	2071_SRR6123032_SRR6123183_3071	NA	0	0	0.252	330571	266646
chr09	40250000	41000000	750000	2071_SRR6123032_SRR6123183_3071	NA	0	0	0.252	330571	266646
chr01	1000000	5750000	4750000	2072_SRR6123032_SRR6123183_3072	0.2570406794814484	2237	1782	0.251	331502	267442
chr01	6000000	9250000	3250000	2072_SRR6123032_SRR6123183_3072	0.2708240534521158	2245	1834	0.251	331502	267442
chr01	20250000	21000000	750000	2072_SRR6123032_SRR6123183_3072	0.2692307692307692	52	42	0.251	331502	267442
chr01	23250000	24250000	1000000	2072_SRR6123032_SRR6123183_3072	0.4090909090909091	22	20	0.251	331502	267442
chr01	24250000	26000000	1750000	2072_SRR6123032_SRR6123183_3072	0.35824977210574294	2194	1797	0.251	331502	267442
chr01	43000000	43750000	750000	2072_SRR6123032_SRR6123183_3072	0.3172043010752688	186	153	0.251	331502	267442
chr01	52750000	53500000	750000	2072_SRR6123032_SRR6123183_3072	0.25806451612903225	31	26	0.251	331502	267442
chr01	54000000	56000000	2000000	2072_SRR6123032_SRR6123183_3072	0.34782608695652173	23	17	0.251	331502	267442
chr01	67000000	68250000	1250000	2072_SRR6123032_SRR6123183_3072	0.19339622641509435	212	165	0.251	331502	267442
chr04	13000000	14000000	1000000	2072_SRR6123032_SRR6123183_3072	0.21200980392156862	816	650	0.251	331502	267442
chr08	49000000	49750000	750000	2072_SRR6123032_SRR6123183_3072	0.42685851318944845	417	343	0.251	331502	267442
chr09	32750000	33500000	750000	2072_SRR6123032_SRR6123183_3072	0.25	4	3	0.251	331502	267442
chr09	40000000	41000000	1000000	2072_SRR6123032_SRR6123183_3072	0.0	3	2	0.251	331502	267442
chr09	40250000	41000000	750000	2072_SRR6123032_SRR6123183_3072	NA	0	0	0.251	331502	267442
chr01	1000000	5750000	4750000	2073_SRR6123032_SRR6123183_3073	0.26911702577101815	2367	1890	0.251	330669	266675
chr01	6000000	9250000	3250000	2073_SRR6123032_SRR6123183_3073	0.2630241423125794	2361	1879	0.251	330669	266675
chr01	20250000	21000000	750000	2073_SRR6123032_SRR6123183_3073	0.109375	64	52	0.251	330669	266675
